Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
Sep 2024 70242-74172,9/10/2024,10/1/2024,6412 - Electricity- Vacant Units,FPL,176.2,0,9/20/2024,Casa Seraphina,Approved,Electricity- Common Area
Sep 2024 42682-21415,9/10/2024,10/1/2024,6412 - Electricity- Vacant Units,FPL,160.06,0,9/20/2024,Casa Seraphina,Approved,Electricity- Common Area
Sep 2024 42677-16035,9/10/2024,10/1/2024,6412 - Electricity- Vacant Units,FPL,141.63,0,9/20/2024,Casa del Mariposa,Approved,Electricity- Common Area
Acc 78028-87351,9/11/2024,9/20/2024,6412 - Electricity- Vacant Units,FPL,142.13,0,10/10/2024,Villa Azure Cove,Approved,Electricity- Common Area
Sep 2024 07654-40144,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,196.57,0,10/1/2024,The Golden Banyan,Approved,Electricity- Common Area
Sep 2024 08671-12047,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,107.87,0,10/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
Sep 2024 08772-44319,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,55.31,0,10/1/2024,Casa Aurora,Approved,Electricity- Common Area
Sep 2024 11586-37411,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,156.29,0,10/1/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Sep 2024 12207-64037,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,132.83,0,10/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
Sep 2024 16512-37412,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,86.05,0,10/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
Sep 2024 16632-08591,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,175.75,0,10/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
Sep 2024 19718-30144,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,157.06,0,10/1/2024,The Golden Banyan,Approved,Electricity- Common Area
Sep 2024 43537-99465,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,204.73,0,10/1/2024,Villa Solara,Approved,Electricity- Common Area
Sep 2024 61123-17513,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,102.17,0,10/1/2024,Sapphire Ridge Retreat,Approved,Electricity- Common Area
Sep 2024 64604-50148,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,106.15,0,10/1/2024,The Velvet Horizon,Approved,Electricity- Common Area
Sep 2024 74277-27412,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,89.12,0,10/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
Sep 2024 74683-04352,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,157.95,0,10/1/2024,The Marula Nest,Approved,Electricity- Common Area
Sep 2024 80156-00482,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,133.9,0,10/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
Sep 2024 81929-40149,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,86.05,0,10/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
Sep 2024 89137-67482,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,102.92,0,10/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
Sep 2024 91902-83227,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,132.09,0,10/1/2024,Villa Driftwood,Approved,Electricity- Common Area
Sep 2024 92681-24352,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,87.64,0,10/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
Sep 2024 94280-46511,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,120.2,0,10/1/2024,Casa Seraphina,Approved,Electricity- Common Area
Sep 2024 99298-88130,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,147.09,0,10/1/2024,The Golden Banyan,Approved,Electricity- Common Area
Sep 2024 06822-68347,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,80.38,0,10/1/2024,The Marula Nest,Approved,Electricity- Common Area
Sep 2024 15112-03091,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,127.42,0,10/1/2024,Villa Sereno,Approved,Electricity- Common Area
Sep 2024 51216-14357,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,130.63,0,10/1/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Sep 2024 61175-48518,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,39.68,0,10/1/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Sep 2024 62350-14351,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,86.83,0,10/1/2024,The Velvet Horizon,Approved,Electricity- Common Area
Sep 2024 98140-92442,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,75.18,0,10/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
Sep 2024 54732-13329,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,137.87,0,10/1/2024,Villa Sereno,Approved,Electricity- Common Area
Sep 2024 99761-41029,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,227.37,0,10/1/2024,Villa Sereno,Approved,Electricity- Common Area
Sep. 2024 81698-77423,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,187.05,0,10/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
Sep 2024 99576-90077,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,100.03,0,10/3/2024,Casa del Mariposa,Approved,Electricity- Common Area
Sep 2024 97039-93122,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,42.02,0,10/1/2024,Casa Seraphina,Approved,Electricity- Common Area
Sep 2024 60452-83121,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,35.22,0,10/1/2024,The Golden Banyan,Approved,Electricity- Common Area
Sep 2024 02637-60241,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,111.34,0,10/1/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Sep 2024 59364-70243,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,11.06,0,10/1/2024,Villa Cielo Alto,Approved,Electricity- Common Area
Sep 20224 89882-31109,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,84.27,0,10/1/2024,The Golden Banyan,Approved,Electricity- Common Area
Sep 2024 89612-06029,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,58.27,0,10/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
Sep 2024 44455-95020,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,42.78,0,10/1/2024,Villa Solara,Approved,Electricity- Common Area
October 2024 75499-70247,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,13.23,0,10/2/2024,Villa Solara,Approved,Electricity- Common Area
October 2024 57649-96004,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,75.54,0,10/2/2024,Casa del Mariposa,Approved,Electricity- Common Area
56771-54535 Sept 2024,9/12/2024,10/3/2024,6412 - Electricity- Vacant Units,FPL,106.94,0,10/7/2024,Villa Sereno,Approved,Electricity- Common Area
65137-60519 Oct 2024,9/12/2024,9/23/2024,6412 - Electricity- Vacant Units,FPL,18.52,0,11/1/2024,Villa Azure Cove,Approved,Electricity- Common Area
Deposit 08772-44319,9/13/2024,10/14/2024,6412 - Electricity- Vacant Units,FPL,100,0,10/1/2024,Villa Driftwood,Pending (1 of 2),Electricity- Common Area
Final bill 76768-24399,9/16/2024,10/2/2024,6412 - Electricity- Vacant Units,FPL,61.86,0,10/1/2024,Casa Aurora,Pending (1 of 2),Electricity- Common Area
Sep 2024 04788-40119,9/17/2024,9/17/2024,6412 - Electricity- Vacant Units,FPL,133.77,0,10/1/2024,Villa Terra Nova,Pending (1 of 2),Electricity- Common Area
11170-30567,9/17/2024,10/8/2024,6412 - Electricity- Vacant Units,FPL,64.23,0,10/10/2024,Villa Solara,Pending (1 of 2),Electricity- Common Area
SEP 2024 79764-26168,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,229,0,9/20/2024,Villa Olivetta,Pending (1 of 2),Electricity- Common Area
Sep 2024 58739-06019,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,233.64,0,10/1/2024,Sapphire Ridge Retreat,Pending (1 of 2),Electricity- Common Area
September 2024  09073-04000,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,108.92,0,10/8/2024,Casa del Mariposa,Pending (1 of 2),Electricity- Common Area
September 2024 79142-26258,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,93.24,0,10/8/2024,Villa Azure Cove,Pending (1 of 2),Electricity- Common Area
September 2024 06872-64408,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,90.35,0,10/8/2024,Whispering Palms Estate,Pending (1 of 2),Electricity- Common Area
September 2024 06745-51247,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,86.42,0,10/8/2024,Villa Terra Nova,Pending (1 of 2),Electricity- Common Area
September 2024 75992-49534,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,81.2,0,10/8/2024,Villa Solara,Pending (1 of 2),Electricity- Common Area
September 2024 82346-16251,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,66.95,0,10/8/2024,Villa Olivetta,Pending (1 of 2),Electricity- Common Area
September 2024 96930-16256,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,64.61,0,10/8/2024,The Velvet Horizon,Pending (1 of 2),Electricity- Common Area
September 2024 74531-14006,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,55.48,0,10/8/2024,Casa Seraphina,Pending (1 of 2),Electricity- Common Area
September 2024  48998-02526,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,51.46,0,10/8/2024,Villa Olivetta,Pending (1 of 2),Electricity- Common Area
September 2024 67739-73562,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,34.86,0,10/8/2024,The Golden Banyan,Pending (1 of 2),Electricity- Common Area
September 2024 03550-50196,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,34.46,0,10/8/2024,Villa Solara,Pending (1 of 2),Electricity- Common Area
September 2024 02272-06257,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,57.81,0,10/8/2024,Villa Cielo Alto,Pending (1 of 2),Electricity- Common Area
83651-31484,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,66.56,0,10/10/2024,Villa Terra Nova,Approved,Electricity- Common Area
66067-39065,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,170.25,0,10/16/2024,The Orchid Pavilion,Approved,Electricity- Common Area
October 2024 67739-73562,9/19/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,31.67,0,11/11/2024,Villa Luna Blanca,Approved,Electricity- Common Area
October 2024  75992-49534_copy,9/19/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,51.68,0,11/11/2024,The Orchid Pavilion,Approved,Electricity- Common Area
86975-25494 Oct 2024,9/19/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,137.95,0,10/3/2024,Villa Azure Cove,Approved,Electricity- Common Area
Sep 2024 59838-59207,9/20/2024,9/20/2024,6412 - Electricity- Vacant Units,FPL,49.11,0,10/1/2024,Villa Sereno,Approved,Electricity- Common Area
Sep 2024 03721-59202,9/20/2024,9/20/2024,6412 - Electricity- Vacant Units,FPL,46.85,0,10/1/2024,Villa Solara,Approved,Electricity- Common Area
Oct 2024 55942-51307,9/23/2024,10/14/2024,6412 - Electricity- Vacant Units,FPL,22.83,0,10/15/2024,Villa Azure Cove,Approved,Electricity- Common Area
Oct 2024 70787-55555,9/27/2024,10/18/2024,6412 - Electricity- Vacant Units,FPL,382.23,0,10/15/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Oct 2024 92561-74492,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,78.87,0,10/15/2024,Villa Luna Blanca,Approved,Electricity- Common Area
Oct 2024 76651-88327,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,53.27,0,10/15/2024,Villa Olivetta,Approved,Electricity- Common Area
Oct 2024 15951-82344,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,49.3,0,10/15/2024,Villa Terra Nova,Approved,Electricity- Common Area
Oct 2024 13494-42580,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,49.15,0,10/15/2024,The Orchid Pavilion,Approved,Electricity- Common Area
Oct 2024 66690-50079,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,22.8,0,10/15/2024,Villa Solara,Approved,Electricity- Common Area
Oct 2024 42865-55356,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,57.49,0,10/15/2024,Villa Solara,Approved,Electricity- Common Area
Oct 2024 15764-91029,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,36.76,0,10/15/2024,Villa Sereno,Approved,Electricity- Common Area
Oct 2024 86532-20536,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,38.82,0,10/15/2024,Villa Azure Cove,Approved,Electricity- Common Area
Oct 2024 57660-84122,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,100.04,0,10/15/2024,Villa Cielo Alto,Approved,Electricity- Common Area
Oct 2024 81785-50581,9/30/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,72.5,0,10/15/2024,Villa Solara,Approved,Electricity- Common Area
Acc 66520-40533,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,133.09,0,10/10/2024,Casa Seraphina,Approved,Electricity- Common Area
97187-47224,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,98.94,0,10/10/2024,Villa Luna Blanca,Approved,Electricity- Common Area
88667-43126,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,102.27,0,10/10/2024,The Marula Nest,Approved,Electricity- Common Area
Acct 77567-97358,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,92.26,0,10/10/2024,Casa Aurora,Approved,Electricity- Common Area
Ac # 60345-45076,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,51.09,0,10/10/2024,Casa Aurora,Approved,Electricity- Common Area
58807-05107,10/3/2024,10/10/2024,6412 - Electricity- Vacant Units,FPL,88.96,0,10/10/2024,Casa Seraphina,Approved,Electricity- Common Area
ACCT 5544852584,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,62.23,0,10/24/2024,Villa Sereno,Approved,Electricity- Common Area
ACCT 7152417163,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,78.87,0,10/24/2024,The Golden Banyan,Approved,Electricity- Common Area
ACCT 7666393496,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,84.03,0,10/24/2024,Sapphire Ridge Retreat,Approved,Electricity- Common Area
ACCT 9726719504,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,84.64,0,10/24/2024,The Marula Nest,Approved,Electricity- Common Area
ACCT 4026271157,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,90.78,0,10/24/2024,Villa Olivetta,Approved,Electricity- Common Area
ACCT 0687416305,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,92.57,0,10/24/2024,Casa Seraphina,Approved,Electricity- Common Area
ACCT 9977722595,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,94.47,0,10/24/2024,The Golden Banyan,Approved,Electricity- Common Area
ACCT 5215661157,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,111.26,0,10/24/2024,Villa Azure Cove,Approved,Electricity- Common Area
ACCT 5557905048,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,128.83,0,10/24/2024,The Golden Banyan,Approved,Electricity- Common Area
ACCT 87307-44045,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,163.23,0,10/24/2024,Villa Luna Blanca,Approved,Electricity- Common Area
ACCT 91089-74040,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,168.25,0,10/24/2024,Casa del Mariposa,Approved,Electricity- Common Area
ACCT 64876-71155,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,99.79,0,10/24/2024,Casa Aurora,Approved,Electricity- Common Area
ACCT 74143-68170,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,111.38,0,10/24/2024,Villa Cielo Alto,Approved,Electricity- Common Area
ACCT 57543-74063,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,12.3,0,10/24/2024,Villa Azure Cove,Approved,Electricity- Common Area
ACCT 8014654068,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,12.77,0,10/24/2024,Villa Sereno,Approved,Electricity- Common Area
INV 91318-64069,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,18.23,0,10/24/2024,Sapphire Ridge Retreat,Approved,Electricity- Common Area
INV 82588-44060,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,21.68,0,10/24/2024,Villa Solara,Approved,Electricity- Common Area
INV 74942-64067,10/3/2024,10/24/2024,6412 - Electricity- Vacant Units,FPL,22.95,0,10/24/2024,Casa del Mariposa,Approved,Electricity- Common Area
ACCT87307-44045,10/3/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,40.22,0,11/20/2024,The Marula Nest,Approved,Electricity- Common Area
96078-64551 Oct 2024,10/9/2024,10/31/2024,6412 - Electricity- Vacant Units,FPL,451.39,0,11/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
42682-21415 Oct 2024,10/9/2024,10/31/2024,6412 - Electricity- Vacant Units,FPL,39.14,0,11/1/2024,The Marula Nest,Approved,Electricity- Common Area
8098839056 Sept-Oct 2024,10/9/2024,10/31/2024,6412 - Electricity- Vacant Units,FPL,122.62,0,11/1/2024,Villa Luna Blanca,Approved,Electricity- Common Area
7024274172 Sep-Oct 2024,10/9/2024,10/31/2024,6412 - Electricity- Vacant Units,FPL,77.59,0,11/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
00084-64448 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,105.6,0,11/1/2024,The Velvet Horizon,Approved,Electricity- Common Area
89137-67482 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,104.96,0,11/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
11586-37411 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,74.11,0,11/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
06822-68347 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,159.14,0,11/1/2024,Villa Solara,Approved,Electricity- Common Area
96980-92039 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,155.44,0,11/1/2024,Villa Sereno,Approved,Electricity- Common Area
19718-30144 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,152.21,0,11/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
04837-08301 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,150.3,0,11/1/2024,Villa Sereno,Approved,Electricity- Common Area
99298-88130 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,145.29,0,11/1/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
54732-13329 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,134.4,0,11/1/2024,The Golden Banyan,Approved,Electricity- Common Area
80156-00482 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,131.44,0,11/1/2024,The Velvet Horizon,Approved,Electricity- Common Area
15112-03091 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,130.42,0,11/1/2024,The Golden Banyan,Approved,Electricity- Common Area
99761-41029 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,180.04,0,11/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
07654-40144 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,238.83,0,11/1/2024,Casa Aurora,Approved,Electricity- Common Area
56771-54535 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,3.3,0,11/1/2024,Villa Solara,Approved,Electricity- Common Area
92681-24352 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,2.17,0,11/1/2024,Villa Cielo Alto,Approved,Electricity- Common Area
16512-37412 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,95.5,0,11/1/2024,Villa Cielo Alto,Approved,Electricity- Common Area
99576-90077 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,93.09,0,11/1/2024,Villa Solara,Approved,Electricity- Common Area
81929-40149 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,81.93,0,11/1/2024,Villa Azure Cove,Approved,Electricity- Common Area
05450-64446 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,57.38,0,11/1/2024,Casa del Mariposa,Pending (1 of 2),Electricity- Common Area
08671-12047 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,129.79,0,11/1/2024,The Marula Nest,Approved,Electricity- Common Area
04788-40119 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,123.14,0,11/1/2024,Villa Solara,Approved,Electricity- Common Area
51216-14357 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,21.6,0,11/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
91738-18304 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,120,0,11/1/2024,Casa Aurora,Approved,Electricity- Common Area
12207-64037 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,111.85,0,11/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
61175-48518 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,108.05,0,11/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
94280-46511 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,106.26,0,11/1/2024,Casa Seraphina,Approved,Electricity- Common Area
08772-44319 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,210.77,0,11/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
43537-99465 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,202.29,0,11/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
74683-04352 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,198.23,0,11/1/2024,Casa del Mariposa,Approved,Electricity- Common Area
78849-97300 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,185.87,0,11/1/2024,Villa Terra Nova,Approved,Electricity- Common Area
Oct 2024 61123-17513,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,104.21,0,11/1/2024,Villa Azure Cove,Approved,Electricity- Common Area
Oct 2024 62350-14351,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,103.07,0,11/1/2024,Whispering Palms Estate,Approved,Electricity- Common Area
16632-08591 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,167.29,0,11/1/2024,The Orchid Pavilion,Approved,Electricity- Common Area
90803-18307 Oct 2024,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,125.99,0,11/1/2024,The Marula Nest,Approved,Electricity- Common Area
Oct 2024 64604-50148,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,99.6,0,11/1/2024,Villa Olivetta,Pending (1 of 1),Electricity- Common Area
Oct. 2024 81698-77423,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,199,0,11/4/2024,The Golden Banyan,Approved,Electricity- Common Area
October 2024 60194-73062,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,155.64,0,11/4/2024,Villa Luna Blanca,Pending (1 of 1),Electricity- Common Area
Oct. 2024 97039-93122,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,142.87,0,11/4/2024,The Velvet Horizon,Pending (1 of 1),Electricity- Common Area
Oct. 2024 03721-59202,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,126.22,0,11/4/2024,Villa Azure Cove,Pending (1 of 1),Electricity- Common Area
October 2024 86856-59263,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,126.14,0,11/4/2024,Casa Aurora,Pending (1 of 1),Electricity- Common Area
Oct. 2024 89882-31109,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,86.94,0,11/4/2024,Whispering Palms Estate,Pending (1 of 1),Electricity- Common Area
Oct. 2024 44455-95020,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,84.64,0,11/4/2024,Whispering Palms Estate,Pending (1 of 1),Electricity- Common Area
Oct. 2024 75499-70247,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,78.36,0,11/4/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
Oct. 2024 57649-96004,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,76.31,0,11/4/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
Oct. 2024 59838-59207,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,72.48,0,11/4/2024,Sapphire Ridge Retreat,Pending (1 of 1),Electricity- Common Area
Oct. 2024 89612-06029,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,61.6,0,11/4/2024,Villa Olivetta,Pending (1 of 1),Electricity- Common Area
Oct. 2024 02637-60241,10/14/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,41.77,0,11/4/2024,Whispering Palms Estate,Pending (1 of 1),Electricity- Common Area
06942-39542 Oct 2024,10/15/2024,11/5/2024,6412 - Electricity- Vacant Units,FPL,129.17,0,11/1/2024,Villa Solara,Pending (1 of 1),Electricity- Common Area
86732-93414 Oct 2024,10/15/2024,11/5/2024,6412 - Electricity- Vacant Units,FPL,101.4,0,11/1/2024,The Velvet Horizon,Pending (1 of 1),Electricity- Common Area
October 2024  02272-06257,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,53.79,0,11/11/2024,The Velvet Horizon,Pending (1 of 1),Electricity- Common Area
October 2024  03550-50196,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,43.57,0,11/11/2024,Casa del Mariposa,Pending (1 of 1),Electricity- Common Area
October 2024 06745-51247,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,80.08,0,11/11/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
October  2024 79142-26258,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,100.46,0,11/11/2024,Villa Solara,Pending (1 of 1),Electricity- Common Area
October 2024  66688-08592,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,54.09,0,11/11/2024,Casa Aurora,Pending (1 of 1),Electricity- Common Area
